0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;15;0,94;1;0;0;0,94;0,12;0;15;16;1;0;0,07;0,12;1;0,94;0;0 -1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1;1;1;0;0;0,02;0,08;0;1;1;1;0;1;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;6;1;1;0;0;0,05;0,06;0;31;6;0,19;0,13;0,03;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;14;1;1;0;0;0,12;0,06;0;61;13;0,21;0,1;0,02;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;2;1;1;0;0;0,01;0,06;0;91;2;0,02;0,08;0,01;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;10;1;1;0;0;0,08;0,06;0;121;10;0,08;0,07;0,01;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;14;1;1;0;0;0,14;0,06;0;151;14;0,09;0,07;0,01;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;4;1;1;0;0;0,05;0,08;0;181;4;0,02;0,07;0,01;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;3;1;1;0;0;0,05;0,08;0;211;3;0,01;0,07;0;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;19;1;1;0;0;0,31;0,07;0;241;19;0,08;0,06;0;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;9;1;1;0;0;0,16;0,07;0;255;9;0,04;0,06;0;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;20;1;1;0;0;0,24;0,06;0;255;20;0,08;0,06;0;0;1;1;0;0 1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;9;1;1;0;0;0,1;0,07;0;255;9;0,04;0,06;0;0;1;1;0;0 1
