0;0;0;0;235;1337;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;1;0;0;29;29;1;0;0,03;0;0;0;0;0 -1
0;0;0;0;217;2032;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;0;59;59;1;0;0,02;0;0;0;0;0 -1
0;0;0;0;210;151;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;1;0;0;8;89;1;0;0,12;0,04;0;0;0;0 -1
0;0;0;0;177;1985;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;28;119;1;0;0,04;0,04;0;0;0;0 -1
0;0;0;0;241;259;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;14;149;1;0;0,07;0,04;0;0;0;0 -1
0;0;0;0;257;818;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;1;0;0;44;179;1;0;0,02;0,03;0;0;0;0 -1
0;0;0;0;256;1273;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;0;1;0;0;74;209;1;0;0,01;0,03;0;0;0;0 -1
0;0;0;0;239;968;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;1;0;0;3;239;1;0;0,33;0,03;0;0;0;0 -1
0;0;0;0;354;1752;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;5;255;1;0;0,2;0,04;0;0;0;0 -1
0;0;0;0;212;1309;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;10;0;0;0;0;1;0;0,2;21;255;1;0;0,05;0,05;0;0;0;0 -1
0;0;0;0;205;424;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;25;0;0;0;0;1;0;0,12;2;255;1;0;0,5;0,05;0;0;0;0 -1
0;0;0;0;235;6627;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;32;255;1;0;0,03;0,05;0;0;0;0 -1
0;0;0;0;322;424;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;62;255;1;0;0,02;0,05;0;0;0;0 -1
0;0;0;0;172;5884;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;0;10;255;1;0;0,1;0,05;0;0;0;0 -1
0;0;0;0;274;19790;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;0;40;255;1;0;0,03;0,05;0;0;0;0 -1
0;0;0;0;290;460;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;23;255;1;0;0,04;0,05;0;0;0;0 -1
0;0;0;0;300;42747;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;1;0;0,4;18;255;1;0;0,06;0,06;0;0;0;0 -1
0;0;0;0;306;1030;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;28;0;0;0;0;1;0;0;28;255;1;0;0,04;0,04;0;0;0;0 -1
